描述,几室几厅,高低层,朝向,建筑年代,所属小区,所属片区,地址,最近地铁站,建筑面积,整套价格,平方价格
开发商直售 新推特价房 联院传家庭院自序,3室2厅,低层(共3层),东向,2018,牛驼温泉孔雀城,固安,京南温泉休闲商务产业园区(106国道和金海街,无,140,202,14429
新机场 雄 安南 京津冀辐射区 高品质公园社区 70年不限.购,3室2厅,高层(共21层),南北向,2019,永定河孔雀城剑桥郡,固安,大广高速(固安出口)西侧,无,105,150,14286
业主精装修一个温暖的家,2室1厅,中层(共24层),南北向,2011,天洋城,燕郊,亿丰大街与汉王路交汇处西行500米路南,无,92,210,22873
绿港家园一区四室二厅二卫,4室2厅,高层(共19层),南北向,2002,金汉绿港,顺义城,金汉绿港顺沙路和右堤路交汇处南侧,距15号线顺义站约888米,149,610,40984
万科翡翠长安 独梯独户 南北通透 明厨明卫 人车分流豪华精装,3室2厅,低层(共21层),南北向,2018,翡翠长安,大峪,美安路与龙兴南二路交叉点向北500米路西,无,168,870,51786
裕祥花园 中间楼层两居室 客厅带边窗 三向采光 东南北通透,2室1厅,中层(共6层),南北向,1999,裕祥花园,后沙峪,后沙峪镇双峪街16号,无,73,325,44356
急售房源 三居两卫 户型方正 采光好 出行方便,3室1厅,高层(共6层),南北向,2004,和谐家园二区,回龙观,回龙观霍营城铁站正北3000米处,距8号线回龙观东大街站约333米,125,485,38847
光大名筑 全南向两居室 正对小区花园 采光无遮挡,2室1厅,中层(共19层),南向,2004,光大名筑,亚运村小营,北苑路178号院,距5号线惠新西街北口站约752米,96,930,96784
西城区 二环内 广安门内 牛街 东南两居 带地下车位 急售,2室1厅,低层(共22层),东南向,2001,泰和嘉苑,牛街,枣林前街21号,距7号线广安门内站约809米,97,810,83505
安慧里三区二室一厅一卫,2室1厅,低层(共25层),西南向,1991,安慧里三区,亚运村,安慧桥北慧忠路 北辰对面 安慧里三区,距5号线惠新西街北口站约857米,74,540,72835
富力童话时光下叠别墅业主诚售 有钥匙 欢迎您随时来看房子,4室3厅,中层(共2层),东向,2013,富力童话时光别墅,庞各庄,团结路19号院,无,268,800,29851
溪城家园2号院 1室1厅1卫 全南向正规一居室 满五年业主一套房,1室1厅,低层(共15层),南向,2005,溪城家园,立水桥,陈家营西路1号院,无,65,320,48930
汇福.悦榕湾燕郊出售 位置  配套成熟,1室1厅,高层(共34层),南向,2017,汇福悦榕湾,燕郊,京东燕郊潮白河畔行宫西大街与燕顺路交汇口,无,75,98,13067
涿州孔雀城开年福利70年产权 外地人可买 首付20万起 班车接送,3室1厅,中层(共24层),南北向,2019,涿州孔雀城,涿州,农业高新技术产业示范区核心区内规划馆旁,无,92,100,10870
方庄 芳古园一区 南北通透两居室 明厨明卫,2室1厅,中层(共18层),南北向,1995,芳古园一区,方庄,芳群路与蒲方路交汇处北行100米路西,距5号线蒲黄榆站约365米,82,565,68902
空港壹号街区精装修直接认购首付10万高速旁,2室1厅,低层(共11层),南向,2017,永定河孔雀城空港壹号,固安,北倚农兴路西侧为永定路 东和南侧均为规划路 ,无,72,85,11806
临仰山公园+高4米 东边户 双卧朝南 别墅的感觉 实地看房,3室2厅,低层(共9层),南北向,2003,康斯丹郡,亚运村,亚运村北苑路78号,无,194,1500,77125
业主急售 带双阳台 储物间 餐客厅分离 总价真低,2室1厅,高层(共25层),西南向,2007,沿海赛洛城,百子湾,广渠东路33号(广渠路与百子湾路交汇处),距7号线百子湾站约572米,93,580,62366
望京路3号院一室一厅一卫,1室1厅,高层(共14层),东南向,1995,望京路3号院,望京,望京路3号院,距14号线阜通站约127米,47,325,68885
西城区 大观园旁边 中华家园大五居 好房值得您拥有,5室2厅,高层(共12层),南北向,2003,中华家园,白纸坊,南菜园街53号,无,285,1900,66667
绿地国际花都6层电梯房独立两居室交通便利售价216万,2室2厅,低层(共22层),南北向,2013,绿地国际花都,密云果园,新北路与新西路交口处东南角(密云交通大队西行,无,86,216,25116
二环边商品房住宅.电梯直达.花园环境.带地下车位.看房随时,3室2厅,中层(共18层),东南向,2005,五栋大楼,车公庄,车公庄大街9号院,距6号线车公庄西站约364米,136,1450,106618
太阳宫国际村三元桥西南北三居随时看房费低总价低,3室2厅,高层(共17层),南北向,2008,UHN国际村,太阳宫,西坝河东里2号院,距10号线太阳宫站约574米,151,1200,79470
满五年商品房 东向大三居 丽泽商务区。,3室1厅,低层(共23层),东向,2001,丽泽雅园,丽泽桥,北京西站南路与丽泽路交汇处北行180米路东,无,122,767,62926
建欣苑南北两居大客厅出售,2室1厅,低层(共6层),南北向,2002,建欣苑一里,大红门,大红门西路4号,距10号线大红门站约374米,83,335,40361
金色服务21:南北大两居 带 高楼层 无遮挡 不临街,2室2厅,高层(共12层),南北向,2004,万象新天,常营,朝阳区朝阳北路东苇路交汇处,距6号线常营站约743米,117,655,55797
空港壹号街区一个划时代的城市地标新空港商务区大都会综合体,2室2厅,高层(共17层),南北向,2017,永定河孔雀城空港壹号,固安,北倚农兴路西侧为永定路 东和南侧均为规划路 ,无,77,81.6,10597
汇福.悦榕湾燕郊出售 位置  配套成熟,1室1厅,高层(共34层),南向,2017,汇福悦榕湾,燕郊,京东燕郊潮白河畔行宫西大街与燕顺路交汇口,无,75,98,13067
花开花落;人生百年!待君来电;让拥有趁早。千鹤家园三室二厅二卫,3室2厅,中层(共25层),东南向,2002,千鹤家园,惠新西街,朝阳区北四环东路108号(近华堂商场),距5号线惠新西街北口站约303米,138,1170,84501
霸州温泉新都孔雀城 温泉养生舒适 外地人可购,2室2厅,高层(共18层),南北向,2018,温泉新都孔雀城,固安,大广高速392号出口(北京新机场温泉新城),无,77,80,10390
湿地公园里高铁旁新机场凌空经济辐射区!大七环线里,2室1厅,低层(共24层),南北向,无,永定河孔雀城剑桥郡,固安,大广高速(固安出口)西侧,无,82,110,13415
嘉铭 低总价 南北小三居室 高楼层 对花园 联系我有惊喜,3室2厅,高层(共15层),南北向,2003,嘉铭桐城,亚运村小营,亚运村小营北苑路86号,距15号线关庄站约782米,120,950,79167
通州台湖万科翡翠四季 内部特价房出售 精装交房 4轨交汇,4室2厅,低层(共4层),南北向,2016,万科翡翠四季,次渠,东五环京津高速东石村桥东南700米(京津高速,无,293,1100,37543
主场 2008年社区 水系花园 人车分流 可以给周期 看房随时,2室1厅,低层(共24层),西南向,2008,主场,亚运村小营,亚运村大屯路220号(阳光广场东500米),距5号线大屯路东站约466米,101,815,80605
首座御园76平 电梯新房 2室1厅 业主诚心出售,2室1厅,中层(共9层),南北向,2000,首座御苑,黄村东,广和大街7号院(兴亦路北侧 东临东环路),无,76,300,39474
和义西里三区二室一厅一卫,2室1厅,低层(共6层),南北向,2001,和义西里,和义,和义西里大红门南四环1公里,无,80,392,48969
二环边商品房住宅.电梯直达.花园环境.带地下车位.看房随时,3室2厅,中层(共18层),东南向,2005,五栋大楼,车公庄,车公庄大街9号院,距6号线车公庄西站约364米,136,1450,106618
中关村 双榆树 满庭芳园 大二居 单价低 有钥匙 有车位,2室1厅,低层(共24层),东南向,2000,满庭芳园,双榆树,北三环西路43号,距10号线知春里站约845米,96,815,84500
万科翡翠长安 独梯独户 南北通透 明厨明卫 人车分流豪华精装,3室2厅,低层(共21层),南北向,2018,翡翠长安,大峪,美安路与龙兴南二路交叉点向北500米路西,无,168,870,51786
西辛北区三室一厅一卫,3室1厅,低层(共6层),南北向,2011,西辛北区,顺义城,卧龙环岛东北侧200米(卧龙公园东侧),距15号线石门站约915米,104,410,39518
北潞园电梯西南向可贷款过户两居出售,2室1厅,低层(共10层),西南向,2001,北潞春,太平庄,房山区良乡卫星城西北侧(良坨路与月华大街交界,无,92,260,28261
龙华园东区 两居室 浪费空间小 看房方便,2室1厅,高层(共6层),东南向,1996,龙华园东区,龙泽,13号城铁龙泽站北500米,距13号线龙泽站约949米,64,345,53974
永定河孔雀城枫丹白露花园 今天开盘一层 外地人可买,3室2厅,中层(共24层),南北向,2017,永定河孔雀城剑桥郡,固安,大广高速(固安出口)西侧,无,95,139,14632
金色21 天际高尔夫的复式住宅,5室2厅,高层(共22层),南北向,2008,天际万象高尔夫花园,常营,常营北路10号院,距6号线常营站约634米,254,1200,47281
融科香雪兰溪三室一厅一卫,3室1厅,中层(共20层),南北向,2011,融科香雪兰溪,马驹桥,亦庄第二生活区项目(东南六环南侧同义南路),无,89,370,41662
首尔甜城 40平精装开间 外地人可购买 地铁旁边 随时看房,1室1厅,中层(共30层),西向,无,燕达首尔国际村,燕郊,燕郊开发区燕顺路西侧,无,40,55,13750
密云华远澜悦 3层电梯房 精装 可可办照 环境温馨,1室1厅,中层(共8层),西向,2016,华远澜悦,鼓楼,县白云街北侧(白河西),无,45,110,24444
燕郊美社区蓝湾87平米190万,2室1厅,中层(共30层),南向,2013,夏威夷蓝湾,燕郊,燕郊南外环与迎宾路交汇处东北角,无,88,190,21690
三元桥 远洋新干线 被低估的好房 可 可入户5.6万,4室2厅,中层(共27层),南向,2005,远洋新干线,三元桥,霞光里66号院,距10号线三元桥站约490米,181,1100,60773
卢沟桥晓月苑二里 精装修东南朝向两居 满五房急售,2室2厅,中层(共6层),东南向,2008,晓月苑二里,卢沟桥,晓月苑垂虹街7号 晓月中路5号院(晓月中路东,无,70,270,38571
绿港家园一区四室二厅二卫,4室2厅,高层(共19层),南北向,2002,金汉绿港,顺义城,金汉绿港顺沙路和右堤路交汇处南侧,距15号线顺义站约888米,149,610,40984
物资部大院精装修南北通透75米950万开卖啦!,3室1厅,中层(共6层),南北向,1983,物资部大院,月坛,月坛北街25号,距9号线白堆子站约1174米,75,950,126667
世纪家园高层电梯房 奖状两居室 交通便利。业主诚售 随时看房,2室2厅,中层(共21层),西南向,2001,密云世纪家园,宾阳,新中街与东源路交叉口东南角(密云县中医医院东,无,102,285,27917
丹青府 主卧客厅朝南 南北三居室 精装修 业主置换诚心出售,3室2厅,高层(共11层),南北向,2008,丹青府,田村,田村路与砂石厂路东南角,无,128,899,70234
精装修 南北通透 满五公房 业主 家电可赠送,2室1厅,中层(共6层),南北向,1990,双榆树东里,双榆树,联想桥科学院南路与学院南路口东南角,距4号线人民大学站约888米,55,450,81818
莲石路双轨丽景长安 3室 精装低价生态含氧宜家,3室1厅,高层(共11层),南北向,2014,丽景长安,双峪,永定镇石龙西路与三石路交叉口西南角向西200,无,128,595,46484
22号线 京平高速 京秦高速 周边配套齐全 25直达北,1室2厅,中层(共20层),西向,2014,首尔甜城,燕郊,北京东燕郊经济技术开发区燕顺路东侧,无,36,75,20833
望都新地二室一厅一卫,2室1厅,高层(共6层),南北向,2009,望都新地,北七家,北京市昌平区立汤路60号院(立汤路与定泗路交,无,90,400,44588
东坝 奥林匹克花园三期 电梯南北三居 只有契税 品质社区值得拥有,3室2厅,低层(共9层),南北向,2009,奥林匹克花园三期,东坝,东坝南二街与东坝中路交叉口,无,137,850,62125
卢沟桥南里三室一厅一卫,3室1厅,低层(共7层),南北向,2002,卢沟桥南里,卢沟桥,卢沟桥南路与晓月中路交叉口东南100米,无,111,475,42739
总价低+满五年+送新装修+接受6个月周期+电梯房+垡头7号线,3室1厅,低层(共17层),南北向,2003,翠成馨园,垡头,京沈高速东四环第一出口往南800米,距7号线欢乐谷景区站约1155米,142,630,44432
南三环边 大两居南北带露台,2室2厅,低层(共17层),南北向,2005,恋日嘉园二期,草桥,草桥东路与镇国寺北街交汇处北行60米路西,距10号线草桥站约433米,106,800,75536
德胜门延安大院新风街男南北通透三居室小区环境好,3室1厅,高层(共5层),南北向,1994,马甸南村,德胜门,马甸南村德胜门外大街(马甸桥西南角),距10号线健德门站约1133米,85,1110,130742
蓝天苑三居室两卫 精装修满五年住房,3室2厅,高层(共11层),南北向,2004,蓝天苑,机场南楼,天竺镇小天竺村 首都机场南楼生活区,无,164,630,38321
龙山新新小镇 联排别墅 户型边户 精装修 随时看房,5室2厅,低层(共1层),南向,2008,龙山新新小镇,怀柔,京承高速14出口(怀柔城区方向)500米,无,289,720,24913
上地东里一居 随时看房诚意签约 满五年 近,1室1厅,中层(共6层),西南向,1998,上地东里,上地,上地南路与信息路交汇处东行90米路北,距13号线上地站约671米,49,670,138144
和义西里三区二室一厅一卫,2室1厅,高层(共6层),南北向,2004,和义西里,和义,和义西里大红门南四环1公里,无,93,440,47297
卢沟桥北里 南北三居 急售,3室1厅,高层(共5层),南北向,1986,卢沟桥北里,卢沟桥,卢沟桥南路北侧 抗日战争纪念雕塑馆东侧,无,55,240,43636
珍惜委托:强佑清河新城简装1居室 楼层视野开阔无遮挡 环境优美,1室1厅,高层(共27层),东向,2009,强佑清河新城,清河,八达岭高速清河桥西南角,无,62,430,69456
峻峰华亭五室二厅二卫,5室2厅,低层(共28层),东西向,2004,华亭嘉园,健翔桥,北四环中路6号,距8号线奥体中心站约1135米,199,1000,50186
华威北里二室二厅一卫,2室2厅,低层(共20层),东向,2002,华威北里,潘家园,劲松南路和劲松中街交叉口的东南角,距10号线潘家园站约420米,106,525,49730
留住您的北京梦大七环里面的房子 周边配套齐全  高铁,3室1厅,中层(共18层),南北向,2019,涿州孔雀城,涿州,农业高新技术产业示范区核心区内规划馆旁,无,92,105,11413
人济山庄四室二厅三卫,4室2厅,高层(共28层),东南向,2003,人济山庄,紫竹桥,白石桥路45号,距6号线花园桥站约1082米,238,2450,102876
铁科院宿舍三室一厅一卫,3室1厅,低层(共15层),南北向,1986,铁科院小区,皂君庙,铁科院小区海淀区交大东路交学院南路西南角(中,距13号线大钟寺站约1114米,104,1250,120494
